Target relationship: patient_chronotype -> cluster
Model Formula: Formula(cluster ~ age + patient_chronotype + sex + sri + (1|id))

                        mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
1|id[2, 941]           1.388  0.568   0.297    2.412      0.004    0.008  17119.889  5447.153  1.002
1|id[2, 942]          -0.061  0.599  -1.242    0.997      0.005    0.007  15078.223  5877.617  1.000
1|id[2, 944]          -0.209  0.636  -1.405    0.975      0.005    0.008  13751.896  5332.061  1.001
1|id[2, 945]           0.136  0.611  -0.957    1.336      0.005    0.008  17942.646  5818.125  1.001
1|id[2, 946]          -0.106  0.587  -1.247    0.974      0.004    0.008  17624.349  5473.143  1.000
1|id[2, 947]          -0.092  0.659  -1.320    1.180      0.005    0.008  16109.574  5672.776  1.000
1|id[2, 948]          -0.214  0.629  -1.361    1.003      0.005    0.008  18292.222  6068.012  1.001
1|id[2, 949]          -0.346  0.625  -1.503    0.812      0.005    0.008  16014.570  5442.724  1.001
1|id[2, 953]           1.130  0.600   0.005    2.266      0.005    0.008  13651.794  6112.368  1.000
1|id[2, 958]           0.018  0.608  -1.095    1.194      0.005    0.008  15091.269  5577.522  1.004
1|id[2, 959]          -0.250  0.624  -1.467    0.901      0.005    0.008  14764.074  5296.314  1.000
1|id[2, 961]           0.803  0.629  -0.380    1.966      0.005    0.008  16908.676  6261.365  1.000
1|id[2, 965]          -0.402  0.687  -1.708    0.881      0.005    0.009  16725.901  5464.254  1.001
1|id[2, 966]          -0.694  0.655  -1.908    0.526      0.005    0.008  15117.244  6030.639  1.001
1|id[2, 967]           0.077  0.690  -1.262    1.343      0.005    0.009  18809.381  5765.456  1.001
1|id[2, 968]           0.544  0.627  -0.593    1.754      0.005    0.008  15753.472  6065.188  1.001
1|id[2, 970]           0.148  0.607  -0.941    1.333      0.005    0.007  13575.237  6527.245  1.001
1|id[2, 971]          -0.708  0.654  -1.920    0.527      0.005    0.008  14819.810  5854.643  1.001
1|id[2, 973]           0.857  0.607  -0.254    2.018      0.005    0.008  13073.234  5611.880  1.000
1|id[2, 977]          -0.260  0.580  -1.384    0.806      0.005    0.008  16629.648  5912.623  1.001
1|id[2, 980]          -0.154  0.629  -1.358    1.025      0.005    0.009  14237.164  5104.820  1.001
1|id[2, 981]           0.228  0.626  -0.989    1.356      0.005    0.007  16394.446  6233.794  1.001
1|id[2, 989]           0.005  0.592  -1.131    1.090      0.005    0.008  16210.132  5858.641  1.001
1|id[2, 990]          -0.126  0.639  -1.294    1.092      0.005    0.008  15791.867  5649.191  1.000
1|id[2, 991]           0.049  0.607  -1.051    1.216      0.005    0.007  15749.768  6055.559  1.000
1|id[2, 995]          -0.184  0.634  -1.400    0.967      0.005    0.009  18138.246  5579.222  1.001
1|id[2, 996]           0.187  0.712  -1.098    1.569      0.005    0.009  19093.533  6009.100  1.001
1|id[2, 997]           0.696  0.666  -0.503    2.003      0.005    0.009  15256.973  5572.018  1.001
1|id[2, 1003]         -0.119  0.646  -1.358    1.049      0.005    0.008  15545.272  6026.037  1.000
1|id[2, 1004]          0.313  0.625  -0.864    1.449      0.005    0.008  18159.361  5837.564  1.000
1|id[2, 1006]         -0.263  0.636  -1.513    0.877      0.005    0.008  15314.407  5971.627  1.001
1|id[2, 1013]         -0.437  0.694  -1.664    0.917      0.005    0.009  18336.715  5699.268  1.001
1|id[2, 1015]         -0.390  0.671  -1.632    0.887      0.005    0.008  17692.757  6219.115  1.001
1|id[2, 1034]         -0.125  0.639  -1.317    1.081      0.005    0.008  16491.488  6039.269  1.001
1|id[2, 1036]          0.286  0.623  -0.903    1.443      0.005    0.007  15583.879  5780.178  1.001
1|id[2, 1037]          0.777  0.580  -0.404    1.802      0.004    0.007  17743.522  5949.233  1.000
1|id[2, 1038]          0.421  0.642  -0.759    1.681      0.005    0.008  14874.963  6117.630  1.001
1|id[2, 1039]          0.586  0.614  -0.576    1.702      0.005    0.007  16810.828  6853.207  1.001
1|id[2, 1040]          0.175  0.610  -0.968    1.306      0.005    0.007  14699.272  6095.922  1.000
1|id[2, 1041]         -0.306  0.628  -1.397    0.955      0.005    0.009  16496.187  5442.675  1.000
1|id[2, 1042]         -0.217  0.740  -1.631    1.134      0.006    0.009  16777.992  4996.473  1.000
1|id[2, 1043]         -0.594  0.656  -1.841    0.567      0.005    0.009  17428.842  5335.562  1.000
1|id[2, 1044]          0.227  0.618  -0.987    1.334      0.005    0.008  16438.223  5479.217  1.000
1|id[2, 1045]          0.324  0.639  -0.863    1.518      0.005    0.008  16968.307  5562.970  1.000
1|id[2, 1047]          1.059  0.576  -0.060    2.103      0.005    0.007  15804.446  5697.073  1.001
1|id[2, 1049]         -0.626  0.650  -1.874    0.562      0.005    0.008  16684.253  6044.725  1.000
1|id[2, 1050]          0.142  0.629  -1.053    1.329      0.005    0.008  15300.901  6127.546  1.001
1|id[2, 1052]          0.308  0.573  -0.758    1.392      0.005    0.007  14852.631  6038.214  1.000
1|id[2, 1055]          0.163  0.627  -1.002    1.338      0.005    0.007  15010.103  6459.603  1.001
1|id[2, 1059]          0.056  0.600  -1.101    1.145      0.005    0.008  17226.293  6124.084  1.000
1|id[2, 1060]          0.068  0.607  -1.014    1.265      0.005    0.008  17701.385  5470.491  1.002
1|id[2, 1061]          0.663  0.608  -0.496    1.778      0.005    0.007  13743.270  5817.452  1.001
1|id[2, 1081]         -0.554  0.681  -1.788    0.748      0.005    0.008  18716.198  6239.947  1.001
1|id[2, 1089]          0.187  0.619  -0.935    1.395      0.005    0.008  17283.962  6163.963  1.000
1|id[2, 1100]         -0.370  0.720  -1.720    0.984      0.005    0.010  17388.040  5241.413  1.003
1|id[2, 1105]         -0.240  0.644  -1.444    0.970      0.005    0.010  18840.737  5358.138  1.001
1|id[2, 1106]         -0.365  0.717  -1.773    0.946      0.006    0.010  16473.040  5714.098  1.001
1|id[2, 1113]          0.028  0.604  -1.077    1.184      0.005    0.008  16342.885  6086.671  1.001
1|id[2, 1126]         -0.466  0.623  -1.662    0.680      0.005    0.008  15699.834  6354.118  1.000
1|id[2, 1132]         -0.106  0.651  -1.276    1.169      0.005    0.009  18890.118  5991.391  1.001
1|id[2, 1140]         -0.391  0.697  -1.731    0.883      0.005    0.009  16242.486  5426.330  1.000
1|id[2, 1141]          0.113  0.599  -1.051    1.208      0.005    0.008  16775.894  6026.224  1.000
1|id[2, 1149]          0.016  0.667  -1.270    1.211      0.005    0.009  17438.199  5589.993  1.000
1|id[2, 1150]         -0.382  0.698  -1.660    0.956      0.005    0.009  17337.751  5742.857  1.000
1|id[2, 1152]          0.204  0.601  -0.918    1.332      0.005    0.008  16483.144  6020.824  1.002
1|id[2, 1153]          0.341  0.624  -0.838    1.484      0.005    0.008  16858.323  6131.924  1.000
1|id[2, 1154]          0.240  0.643  -0.928    1.488      0.005    0.009  18049.492  5859.569  1.000
1|id[2, 1156]          0.495  0.588  -0.647    1.565      0.005    0.007  15827.719  6047.379  1.001
1|id[2, 1169]          0.020  0.665  -1.217    1.286      0.005    0.009  17134.053  5964.229  1.003
1|id[2, 1170]         -0.354  0.641  -1.493    0.899      0.005    0.008  16586.777  5947.946  1.001
1|id[2, 1173]         -0.553  0.674  -1.761    0.762      0.005    0.009  16328.603  5663.001  1.000
1|id[2, 1176]         -0.576  0.668  -1.923    0.562      0.005    0.008  15218.224  6308.747  1.000
1|id[2, 1177]         -0.844  0.626  -2.070    0.266      0.005    0.008  17263.399  6003.137  1.000
1|id[2, 1178]         -0.138  0.765  -1.606    1.271      0.006    0.010  14469.650  5110.760  1.001
1|id[2, 1181]         -0.004  0.675  -1.288    1.243      0.005    0.010  16254.130  4554.626  1.001
1|id[2, 1182]         -0.284  0.701  -1.568    1.088      0.006    0.009  14995.717  5863.686  1.001
1|id[2, 1187]          0.658  0.575  -0.368    1.789      0.005    0.007  15439.240  6591.777  1.001
1|id[2, 1188]          0.093  0.680  -1.171    1.384      0.005    0.009  17669.722  5614.935  1.000
1|id[2, 1189]          0.727  0.629  -0.504    1.853      0.005    0.007  18247.244  6029.546  1.002
1|id[2, 1191]         -0.455  0.693  -1.764    0.790      0.005    0.009  18477.937  6174.112  1.001
1|id[2, 1192]         -0.099  0.648  -1.332    1.078      0.004    0.008  20821.476  5982.471  1.001
1|id[2, 1196]         -0.733  0.641  -1.975    0.420      0.005    0.008  17083.298  5538.699  1.001
1|id[2, 1200]         -0.667  0.656  -1.932    0.532      0.005    0.008  18515.632  5416.966  1.000
1|id[2, 1212]          0.147  0.622  -1.091    1.241      0.005    0.008  16633.867  6302.058  1.000
1|id[2, 1215]          0.250  0.722  -1.070    1.623      0.006    0.009  16428.915  5513.239  1.000
1|id[2, 1221]          0.180  0.722  -1.309    1.455      0.005    0.011  18267.875  4764.419  1.000
1|id[2, 1222]          0.727  0.594  -0.447    1.818      0.005    0.007  14443.616  5958.151  1.001
1|id[2, 1231]          1.293  0.608   0.188    2.483      0.005    0.009  16435.225  5325.059  1.001
1|id[2, 1234]         -0.512  0.679  -1.751    0.809      0.005    0.009  18116.339  5595.689  1.000
1|id[2, 1235]         -0.536  0.689  -1.841    0.757      0.005    0.009  16634.405  5646.871  1.000
1|id[2, 1237]          0.508  0.609  -0.631    1.664      0.005    0.008  15528.800  5973.833  1.000
1|id[2, 1239]         -0.500  0.662  -1.749    0.676      0.005    0.008  17161.733  5768.533  1.001
1|id[2, 1257]          0.285  0.570  -0.737    1.414      0.004    0.008  17703.200  5665.575  1.001
1|id[2, 1265]         -0.141  0.666  -1.347    1.138      0.005    0.009  15620.421  5957.699  1.000
1|id[2, 1267]          0.031  0.605  -1.095    1.180      0.005    0.008  17047.432  5920.475  1.001
1|id[2, 1276]          0.663  0.512  -0.274    1.629      0.004    0.006  15488.516  6411.693  1.001
1|id[2, 1277]          0.793  0.533  -0.254    1.738      0.004    0.006  15283.847  7001.926  1.000
1|id[2, 1294]         -0.684  0.648  -1.860    0.537      0.005    0.008  14452.623  6179.652  1.001
1|id[2, 1296]         -0.508  0.609  -1.651    0.612      0.005    0.008  16237.842  5823.873  1.001
1|id[2, 1298]         -0.657  0.652  -1.915    0.574      0.005    0.009  16170.466  5232.182  1.000
1|id[2, 1299]         -0.637  0.668  -1.887    0.627      0.005    0.009  15523.977  5833.082  1.001
1|id[2, 1300]         -0.032  0.660  -1.271    1.181      0.005    0.009  17530.245  5301.944  1.001
1|id[2, 1303]          0.118  0.611  -1.000    1.267      0.005    0.008  17899.515  6180.638  1.000
1|id[2, 1305]          0.242  0.616  -0.896    1.421      0.005    0.008  15397.878  6020.903  1.000
1|id[2, 1306]         -0.297  0.719  -1.595    1.070      0.006    0.010  16284.474  5517.402  1.001
1|id[2, 1307]          0.237  0.641  -0.925    1.462      0.005    0.008  14370.402  6220.194  1.000
1|id[2, 1308]         -0.263  0.638  -1.493    0.899      0.005    0.009  15509.631  5171.636  1.001
1|id[2, 1309]          0.224  0.579  -0.909    1.271      0.004    0.007  17254.236  5927.058  1.001
1|id[2, 1313]          0.226  0.625  -0.922    1.406      0.005    0.008  15963.935  5600.111  1.003
1|id[2, 1317]         -0.197  0.588  -1.322    0.884      0.005    0.009  15199.376  5288.693  1.000
1|id[2, 1318]         -0.144  0.642  -1.369    0.995      0.005    0.008  17250.897  6006.760  1.000
1|id[2, 1328]          1.165  0.596  -0.017    2.241      0.005    0.007  15972.150  5840.783  1.001
1|id[2, 1329]         -0.459  0.679  -1.789    0.753      0.005    0.009  17137.772  5235.266  1.001
1|id[2, 1331]         -0.760  0.651  -1.964    0.441      0.005    0.008  16842.380  6081.823  1.000
1|id[2, 1332]         -0.230  0.640  -1.484    0.932      0.005    0.007  14456.057  6546.818  1.002
1|id[2, 1339]          0.806  0.581  -0.265    1.899      0.004    0.008  18943.864  5759.755  1.003
1|id[2, 1340]         -0.286  0.638  -1.483    0.906      0.005    0.007  17631.291  6046.624  1.000
1|id[2, 1345]          0.063  0.589  -1.057    1.156      0.005    0.007  17262.455  6227.343  1.001
1|id[2, 1346]         -0.797  0.638  -2.004    0.374      0.005    0.008  17562.199  5753.781  1.000
1|id[2, 1348]          0.210  0.701  -1.127    1.502      0.005    0.009  17673.445  5845.600  1.000
1|id[2, 1349]          0.102  0.695  -1.198    1.414      0.005    0.009  19150.063  5361.277  1.001
1|id[2, 1352]         -0.429  0.704  -1.748    0.861      0.005    0.009  16849.360  5726.877  1.001
1|id[2, 1353]          0.016  0.667  -1.277    1.228      0.005    0.009  18063.313  5434.929  1.001
1|id[2, 1354]         -0.622  0.684  -1.936    0.661      0.006    0.010  15706.929  4637.520  1.000
1|id[2, 1355]         -0.627  0.646  -1.852    0.581      0.005    0.008  18393.049  5517.081  1.001
1|id[2, 1356]         -0.444  0.620  -1.555    0.755      0.005    0.008  17127.246  5753.314  1.001
1|id[2, 1357]          0.398  0.612  -0.738    1.558      0.005    0.008  15644.790  4977.189  1.001
1|id[2, 1360]         -0.472  0.692  -1.741    0.844      0.005    0.009  16446.099  5949.580  1.003
1|id[2, 1362]         -0.618  0.668  -1.874    0.642      0.005    0.009  16113.855  5968.541  1.001
1|id[2, 1366]          0.066  0.610  -1.046    1.236      0.005    0.008  16877.805  5954.444  1.001
1|id[2, 1368]         -0.661  0.660  -1.911    0.533      0.005    0.009  16515.371  5719.558  1.001
1|id[2, 1369]         -0.461  0.609  -1.573    0.722      0.005    0.009  16602.376  4857.629  1.000
1|id[2, 1370]          0.808  0.612  -0.328    1.955      0.005    0.007  15643.237  6048.118  1.000
1|id[2, 1372]         -0.645  0.653  -1.891    0.536      0.005    0.008  17229.211  5780.892  1.001
1|id[2, 1376]         -0.464  0.608  -1.568    0.718      0.004    0.007  18436.406  6494.469  1.000
1|id[2, 1380]         -0.086  0.599  -1.226    1.030      0.004    0.008  17882.547  5592.744  1.000
1|id[2, 1382]          0.146  0.627  -1.083    1.283      0.005    0.008  18298.209  6185.471  1.001
1|id[2, 1384]         -0.081  0.651  -1.364    1.082      0.005    0.008  17687.094  5742.426  1.000
1|id[2, 1385]         -0.030  0.662  -1.347    1.126      0.005    0.009  17218.878  5989.809  1.000
1|id[2, 1386]         -0.423  0.700  -1.691    0.909      0.005    0.010  18417.828  5768.152  1.001
1|id[2, 1387]         -0.270  0.646  -1.505    0.922      0.005    0.009  17671.705  5790.397  1.001
1|id[2, 1389]         -0.444  0.682  -1.768    0.801      0.005    0.009  16139.738  5449.929  1.002
1|id[2, 1390]         -0.204  0.640  -1.389    1.016      0.005    0.008  15228.364  5690.480  1.000
1|id[2, 1391]          0.011  0.671  -1.213    1.305      0.005    0.010  17062.214  5125.489  1.001
1|id[2, 1393]         -0.124  0.587  -1.246    0.943      0.005    0.007  17017.551  6060.298  1.000
1|id[2, 1420]         -0.535  0.669  -1.732    0.740      0.005    0.009  17398.510  5982.136  1.000
1|id[2, 1421]         -0.241  0.644  -1.470    0.967      0.005    0.009  17476.269  5742.389  1.001
1|id[2, 1422]         -0.256  0.637  -1.451    0.957      0.005    0.008  18370.828  5784.735  1.001
1|id[2, 1424]          0.107  0.617  -1.061    1.270      0.005    0.007  15368.829  5478.851  1.001
1|id[2, 1425]         -0.708  0.678  -1.982    0.572      0.005    0.009  16491.032  4787.148  1.000
1|id[2, 1426]          0.509  0.673  -0.735    1.763      0.005    0.009  16472.178  5537.851  1.001
1|id[2, 1428]         -0.309  0.632  -1.458    0.905      0.005    0.009  15822.790  5620.199  1.002
1|id[2, 1429]          0.720  0.611  -0.429    1.855      0.005    0.008  15707.613  6136.994  1.001
1|id[2, 1431]          0.442  0.661  -0.842    1.620      0.005    0.009  16188.021  5619.636  1.002
1|id[2, 1433]          0.720  0.592  -0.423    1.808      0.004    0.007  17823.114  6706.872  1.000
1|id[2, 1434]         -0.601  0.666  -1.838    0.657      0.005    0.008  15126.112  5567.771  1.000
1|id[2, 1435]         -0.794  0.627  -1.988    0.376      0.005    0.008  18183.301  6083.192  1.002
1|id[2, 1437]          0.064  0.671  -1.224    1.304      0.006    0.008  14648.646  5656.404  1.000
1|id[2, 1443]         -0.105  0.661  -1.365    1.118      0.005    0.009  17946.590  6001.286  1.001
1|id[2, 1447]          0.135  0.623  -1.046    1.317      0.005    0.008  14960.068  5975.058  1.001
1|id[2, 1448]         -0.552  0.594  -1.706    0.504      0.005    0.009  15263.256  5231.861  1.000
1|id[2, 1449]          0.392  0.591  -0.718    1.470      0.005    0.007  15612.342  6099.294  1.000
1|id[2, 1454]          0.956  0.551  -0.067    1.995      0.004    0.007  16366.053  5625.170  1.000
1|id[2, 1456]          0.566  0.622  -0.602    1.720      0.005    0.008  17821.389  5532.905  1.000
1|id[2, 1457]         -0.271  0.632  -1.462    0.902      0.005    0.008  17419.561  5473.975  1.001
1|id[2, 1458]         -0.270  0.621  -1.447    0.854      0.005    0.008  16195.943  5941.138  1.001
1|id[2, 1459]          0.932  0.570  -0.076    2.063      0.004    0.007  16327.065  6109.572  1.001
1|id[2, 1461]          0.478  0.599  -0.659    1.588      0.005    0.007  15937.587  5785.414  1.001
1|id[2, 1462]          0.020  0.598  -1.108    1.167      0.005    0.008  14924.376  5538.553  1.000
1|id[2, 1464]         -0.639  0.668  -1.968    0.529      0.005    0.009  17444.778  5229.902  1.001
1|id[2, 1465]         -0.364  0.708  -1.677    0.993      0.005    0.009  16783.511  5429.617  1.001
1|id[2, 1467]         -0.622  0.675  -1.901    0.619      0.005    0.009  18007.265  5559.498  1.000
1|id[2, 1468]         -0.316  0.627  -1.554    0.821      0.005    0.008  18126.362  6178.348  1.001
1|id[2, 1469]         -0.253  0.629  -1.372    0.974      0.005    0.008  15109.139  5545.405  1.000
1|id[2, 1470]         -0.344  0.633  -1.556    0.789      0.005    0.008  16843.465  6530.886  1.001
1|id[2, 1472]          0.561  0.599  -0.530    1.715      0.005    0.007  16850.840  6372.044  1.001
1|id[2, 1473]          0.570  0.614  -0.574    1.743      0.005    0.009  14763.599  5734.017  1.000
1|id[2, 1476]          0.279  0.580  -0.806    1.362      0.005    0.007  15608.615  6041.069  1.000
1|id[2, 1478]         -0.551  0.603  -1.682    0.575      0.005    0.008  17356.867  5824.719  1.000
1|id[2, 1492]         -0.677  0.658  -1.909    0.540      0.005    0.009  16398.721  5115.878  1.001
1|id[2, 1518]          0.063  0.608  -1.034    1.247      0.005    0.008  17587.052  5312.136  1.000
1|id[2, 1549]         -0.323  0.613  -1.466    0.820      0.005    0.007  16503.320  6157.443  1.001
1|id[2, 1555]         -0.308  0.724  -1.630    1.073      0.005    0.009  18544.433  5845.205  1.002
1|id[2, 1559]          0.109  0.603  -1.010    1.266      0.005    0.007  16879.099  6652.598  1.001
1|id[2, 1560]         -0.041  0.673  -1.350    1.187      0.005    0.009  17718.569  6080.199  1.001
1|id[2, 1561]         -0.635  0.661  -1.909    0.553      0.005    0.008  19297.043  5635.975  1.001
1|id[2, 1563]         -0.352  0.709  -1.653    0.997      0.005    0.009  16775.634  5817.148  1.000
1|id[2, 1564]         -0.613  0.665  -1.870    0.640      0.006    0.009  14482.888  5208.318  1.001
1|id[2, 1565]          0.544  0.613  -0.573    1.709      0.005    0.008  17553.122  5925.348  1.000
1|id[2, 1566]          0.303  0.551  -0.707    1.342      0.004    0.007  15318.879  6041.560  1.001
1|id[2, 1572]          0.804  0.598  -0.302    1.938      0.005    0.007  13759.316  6402.638  1.000
1|id[2, 1574]         -0.349  0.712  -1.641    1.039      0.005    0.010  17273.238  4947.963  1.001
1|id[2, 1577]          0.516  0.597  -0.573    1.643      0.005    0.007  16409.563  6001.994  1.000
1|id[2, 1580]          0.653  0.635  -0.511    1.894      0.005    0.008  16368.492  5967.289  1.001
1|id[2, 1585]         -0.488  0.698  -1.756    0.875      0.006    0.009  14727.089  5457.863  1.000
1|id[2, 1587]         -0.760  0.645  -2.035    0.408      0.005    0.009  16318.109  4962.119  1.002
1|id[2, 1588]         -0.393  0.689  -1.708    0.860      0.006    0.009  15777.136  5862.187  1.000
1|id[2, 1591]         -0.382  0.628  -1.632    0.720      0.005    0.008  18647.528  5910.844  1.001
1|id[2, 1592]          0.373  0.595  -0.716    1.543      0.005    0.007  16209.684  5784.142  1.000
1|id[2, 1593]          0.130  0.700  -1.189    1.435      0.005    0.009  16883.642  6044.929  1.000
1|id[2, 1595]          0.417  0.608  -0.726    1.548      0.005    0.008  17713.917  6145.045  1.000
1|id[2, 1596]          0.382  0.759  -1.040    1.798      0.006    0.010  17945.282  5740.186  1.000
1|id[2, 1597]         -0.513  0.693  -1.823    0.776      0.005    0.010  21363.704  5582.421  1.001
1|id[2, 1598]          0.071  0.620  -1.055    1.271      0.005    0.007  14174.238  6225.106  1.000
1|id[2, 1600]         -0.192  0.641  -1.376    1.019      0.005    0.008  17259.829  5890.184  1.003
1|id[2, 1601]         -0.734  0.652  -1.963    0.450      0.005    0.009  16247.511  5940.129  1.002
1|id[2, 1604]         -0.520  0.683  -1.813    0.722      0.005    0.009  17043.995  5180.007  1.001
1|id[2, 1611]         -0.408  0.691  -1.821    0.805      0.005    0.009  15780.610  5619.110  1.002
1|id[2, 1638]          0.053  0.649  -1.162    1.256      0.005    0.009  17203.215  4818.705  1.000
1|id[2, 1639]          0.895  0.604  -0.250    2.010      0.005    0.008  14788.706  6080.065  1.002
1|id[2, 1640]         -0.287  0.625  -1.488    0.857      0.004    0.008  18889.972  5698.665  1.000
1|id[2, 1641]         -0.422  0.630  -1.669    0.712      0.005    0.008  17959.777  5850.244  1.000
1|id[2, 1642]          0.317  0.593  -0.772    1.473      0.005    0.007  16374.500  6022.304  1.000
1|id[2, 1647]          1.003  0.608  -0.122    2.165      0.005    0.007  16259.071  6276.177  1.000
1|id[2, 1648]         -0.346  0.632  -1.493    0.880      0.005    0.008  16077.510  6372.240  1.001
1|id[2, 1650]         -0.459  0.620  -1.579    0.704      0.005    0.008  16761.670  6100.222  1.000
1|id[2, 1654]         -0.587  0.684  -1.903    0.668      0.005    0.008  15649.131  6225.752  1.000
1|id[2, 1657]          0.006  0.688  -1.315    1.235      0.005    0.010  19467.301  5944.647  1.002
1|id[2, 1659]         -0.151  0.652  -1.434    1.026      0.005    0.009  18375.768  5832.766  1.000
1|id[2, 1662]          0.382  0.599  -0.741    1.501      0.005    0.007  15266.461  6155.601  1.000
1|id[2, 1678]         -0.143  0.741  -1.607    1.169      0.006    0.010  17309.233  5566.111  1.001
1|id[2, 1679]         -0.465  0.678  -1.725    0.811      0.005    0.009  16415.092  5611.803  1.000
1|id[2, 1684]          0.338  0.647  -0.891    1.538      0.005    0.008  16559.687  6236.686  1.000
1|id[2, 1688]          0.832  0.598  -0.295    1.969      0.005    0.008  14556.184  5000.478  1.000
1|id[2, 1690]         -0.397  0.700  -1.739    0.887      0.006    0.009  15027.416  5446.975  1.002
1|id[2, 1691]         -0.631  0.669  -1.867    0.618      0.006    0.009  14858.960  5361.285  1.001
1|id[2, 1694]         -0.537  0.662  -1.798    0.675      0.005    0.009  15431.986  5421.969  1.000
1|id[2, 1695]         -0.144  0.644  -1.350    1.046      0.005    0.008  16946.212  5882.461  1.001
1|id[2, 1699]          0.464  0.575  -0.600    1.540      0.005    0.007  15000.402  6021.437  1.000
1|id[2, 1700]          0.977  0.572  -0.118    2.039      0.004    0.007  17345.029  6040.305  1.000
1|id[2, 1701]         -0.394  0.622  -1.560    0.780      0.005    0.009  18533.355  5724.031  1.000
1|id[2, 1704]          0.280  0.590  -0.814    1.410      0.005    0.007  15883.495  5980.520  1.000
1|id[2, 1710]         -0.313  0.617  -1.475    0.842      0.005    0.008  15685.445  5938.064  1.001
1|id[2, 1714]         -0.132  0.660  -1.400    1.073      0.005    0.009  17040.967  5880.792  1.000
1|id[2, 1715]          0.239  0.650  -1.004    1.430      0.005    0.008  16151.941  5816.786  1.002
1|id[2, 1716]         -0.061  0.671  -1.337    1.228      0.005    0.010  18126.166  5773.233  1.001
1|id[2, 1717]         -0.158  0.662  -1.405    1.083      0.005    0.009  17454.733  5558.608  1.002
1|id[2, 1718]         -0.086  0.658  -1.377    1.108      0.005    0.008  18363.659  6002.216  1.000
1|id[2, 1719]          0.783  0.626  -0.345    2.000      0.005    0.007  16493.386  6296.362  1.000
1|id[2, 1720]          0.159  0.641  -0.990    1.416      0.005    0.008  14413.431  6268.621  1.000
1|id[2, 1721]         -0.645  0.683  -1.930    0.638      0.005    0.009  18579.109  5463.888  1.001
1|id[2, 1722]         -0.628  0.668  -1.848    0.665      0.005    0.009  16426.828  5808.636  1.001
1|id[2, 1723]          0.159  0.641  -1.034    1.387      0.005    0.008  16718.578  5870.362  1.001
1|id[2, 1724]          0.209  0.642  -1.064    1.355      0.005    0.008  17906.788  5889.650  1.000
1|id[2, 1725]         -0.212  0.651  -1.406    1.051      0.005    0.008  16848.525  5735.669  1.000
1|id[2, 1727]          0.549  0.586  -0.536    1.652      0.004    0.008  17189.846  5666.329  1.000
1|id[2, 1731]         -0.288  0.629  -1.488    0.880      0.005    0.009  16295.300  5827.399  1.001
1|id[2, 1735]         -0.683  0.652  -1.971    0.507      0.005    0.009  15126.315  5630.697  1.000
1|id[2, 1737]         -0.582  0.656  -1.835    0.621      0.005    0.009  16064.251  5456.936  1.000
1|id[2, 1739]         -0.192  0.631  -1.413    0.935      0.005    0.008  15348.539  5637.246  1.000
1|id[2, 1740]         -0.039  0.655  -1.248    1.212      0.005    0.008  16379.078  5915.047  1.000
1|id[2, 1741]          0.761  0.584  -0.343    1.863      0.005    0.007  14287.155  6444.967  1.001
1|id[2, 1742]          0.673  0.629  -0.512    1.866      0.005    0.009  18326.301  5403.668  1.001
1|id[2, 1743]          0.563  0.600  -0.559    1.714      0.005    0.008  17294.891  5592.582  1.002
1|id[2, 1744]         -0.483  0.685  -1.760    0.814      0.006    0.009  14883.816  5328.832  1.001
1|id[2, 1745]         -0.435  0.694  -1.769    0.824      0.006    0.009  15178.505  6028.123  1.000
1|id[2, 1746]          0.291  0.586  -0.776    1.416      0.004    0.008  19154.626  6022.919  1.000
1|id[2, 1747]          0.021  0.679  -1.262    1.297      0.005    0.009  15990.557  5590.969  1.000
1|id[2, 1748]         -0.148  0.648  -1.365    1.048      0.005    0.008  15242.211  5882.143  1.001
1|id[2, 1749]         -0.698  0.672  -1.949    0.576      0.005    0.009  17544.178  6168.326  1.001
1|id[2, 1750]         -0.585  0.659  -1.824    0.621      0.005    0.009  15804.705  5356.243  1.001
1|id[2, 1752]          0.667  0.575  -0.382    1.780      0.005    0.007  15035.819  6011.449  1.000
1|id[2, 1755]          0.182  0.708  -1.130    1.526      0.005    0.009  17638.155  5512.961  1.001
1|id[2, 1756]          0.355  0.649  -0.931    1.540      0.005    0.009  16265.306  5676.306  1.001
1|id[2, 1757]          0.598  0.620  -0.565    1.799      0.005    0.008  14651.158  5852.987  1.001
1|id[2, 1758]         -0.420  0.707  -1.740    0.922      0.005    0.009  17062.860  5561.905  1.001
1|id[2, 1759]          0.046  0.613  -1.103    1.174      0.004    0.008  19251.927  5812.079  1.000
1|id[2, 1761]         -0.277  0.634  -1.482    0.901      0.005    0.008  14479.672  5599.918  1.000
1|id[2, 1763]         -0.150  0.661  -1.427    1.045      0.005    0.008  17310.514  6113.931  1.001
1|id[2, 1764]          0.707  0.644  -0.512    1.891      0.005    0.008  15401.470  6132.504  1.001
1|id[2, 1765]         -0.473  0.697  -1.798    0.830      0.006    0.009  15465.357  5427.079  1.000
1|id[2, 1766]         -0.652  0.656  -1.892    0.578      0.005    0.009  16676.279  5750.746  1.000
1|id[2, 1767]         -0.234  0.645  -1.454    0.971      0.005    0.009  16310.447  5843.945  1.000
1|id[2, 1768]          0.250  0.638  -0.942    1.420      0.005    0.008  16722.217  6013.279  1.001
1|id[2, 1770]          0.525  0.608  -0.655    1.627      0.005    0.007  14068.884  6269.424  1.001
